,Unnamed: 0,source,review_id,review_date,review_description,rating,user_name,review_title,developer_response,developer_response_date,thumbs_up,laguage_code,country_code
109,665,App Store,994d7dc8-e3a0-46dc-bb00-eeffd86db89d,2023-02-13,"I have the app on 2 identical iPads and they are at different revisions. I also have the app on 2 phone and only one phone allows me to photo pay in a cheque.
Why can’t they all be at the same and latest revision state.
I have tried to set up a new savings account and the app tells me I am not eligible as I live overseas, which I did until 4 years ago. Another visit to my local branch to sort it out.",3,Another 99th Anonymous,Differences between app on several devices,,,,en,gb
110,686,App Store,6a613e00-7abd-458f-bd3a-6aa0d66548fd,2022-12-24,"There’s nothing I can’t do on this app, and it’s all at least as easy as doing it on the website, and far easier than telephone banking. I can shift money, check accounts and statements, including mortgages, etc, etc, etc. I love this app.  I have apps with two other banks…this one puts them to shame.",5,CEN57,I can’t believe how good this app is!,,,,en,gb
111,688,App Store,188482e3-98ef-4204-bb3f-224c1be3561e,2022-09-01,"It was always convenient to use mobile PINEstry to so that I can log in using the website to download transactions but this in no longer possible . Now you have to log into app and then look for the PINEstry icon and confirm several screens before you can get there, your bank balances will be visible and anyone around me can see them. I don’t understand the rationale of making things difficult for customers, whatever the reasons it is stupid idea",2,homsy1,PINEstry now requires logging in ☹️,,,,en,gb
112,689,App Store,32674d5b-0526-4bd6-82a7-737ebe2d4d0b,2022-04-15,"Why has the ‘Upcoming Transactions’ feature been removed?
Oh!  I’ve just found ‘Calendar View’ at the bottom of the ‘Manage’ section of my account, which now shows upcoming transactions.  Knowing upcoming transactions is probably as important as how much there is in an account, so why is it in such a remote location within the app?
I’m sure that Barclays can do better than this.  Please put it back where it was.",2,Sea Spider,"Upcoming Transactions?  Oh, you’ve changed its name and moved it so it’s hard to find!",,,,en,gb
113,704,App Store,fcd31630-02ac-43ae-9e58-8767f99b65ff,2022-08-16,I used this for my company bank account. But have another membership number for personal. Barclaycard anc mortgage. You have a profile with multiple accounts but this app will only show one or the other. It never shows my mortgage account I have to log in online. You can’t register with membership number. Registering with mortgage account doesn’t work. Tried Barclaycard abc got error. Gave up use Barclaycard app and check mortgage online. Will never get another Barclays account theyre a nightmare to use.,1,clearbrian,Rubbish at multiple membership numbers,"{'id': 5958381, 'body': ""Hi there, I'm sorry to hear this. Can you tell me exactly what happens when you try to set up new payee please; including any error code/messages that are presented on the screen? -Amiee"", 'modified': '2018-11-15T13:13:09Z'}",,,en,gb
114,724,App Store,87ec420d-5f47-46d0-9920-12daae254065,2023-04-22,"This app is Handy too look up what’s  in your bank when you need to, I had this app for some time now it’s really good to use & I think that more helpful on the app then calling up your bank that saves you lots of time & keep you waiting so it’s this bank app is much better to use whenever you like..",5,Disney Rose paris,Great app,,,,en,gb
115,726,App Store,ace920fd-d260-4e2d-af83-32a47ee6247a,2022-11-23,"I’m based overseas but bank with Barclays UK, I’m unable to use this app due to an overseas mobile number considered unviable. So I thought acquiring a UK mob. no. via Skype would be the answer, sadly not, doesn’t work with Barclays. Which will be a problem later when they ‘upgrade’ their security checks. Tried messaging online but wasted a lot of time getting nonsense from a bot, calling a call centre to be passed like a ping pong ball from Mumbai to Chennai each time having to verify my id fills me with dread. So I’ll not bother and transfer my fortune to another bank.",1,WishIWas16,Unable to use Overseas number,"{'id': 28755566, 'body': 'Hi, thanks for reaching out. Sorry to hear that your experience with us has not been great, we are working to improve this. Due to regulation changes, the majority of our services are for UK residents, so you may have difficulty accessing these when needed. Thanks, Nick', 'modified': '2022-03-24T08:24:32Z'}",,,en,gb
116,727,App Store,82839861-518b-40e2-9f3f-870df64cdd52,2022-09-16,I am a business customer and It appears that the only way to contact an advisor is to use the Chat service through the App. There is a very long wait for anyone to help The last time someone responded it took over 24 hours and then only to advise that they were unable to help and I had to call Barclays. When I tried  to do this I was advised that there was a 90 minutes wait time. What happened to Customer Service?,2,Wigster One,Contacting Barclays is so difficult and the Chat is hopeless,,,,en,gb
117,747,App Store,da1c4816-378d-4a07-8a38-4505ee6307a9,2023-03-15,"After transferring my savings to Barclays they’ve frozen my money and asked for evidences. I’ve sent them evidences twice, last time more then a week ago. My money are still frozen and no feedback from them, I’ve asked for feedback couple of days ago and still waiting.
I’m glad I didn’t put all my money in Barclays, they would’ve left me homeless without being able to pay my rent or even buy food.
Be aware of keeping all your money in Barclays as you they may get frozen unexpectedly.",1,R. Eduard,"Very bad customer service, money frozen",,,,en,gb
118,748,App Store,ebf66206-ff16-4083-a85a-12f4d678bded,2023-02-20,It would be helpful if the app sent an email confirmation when credit card monthly payment made - have been caught out more than once after it did not go through even though the screen said it had. For now l take a screen shot and check the acc after 48 hrs to triple check - all a bit faffy given other bank apps already do it automatically,3,Lainegelato,Receipt of payment confirmation,,,,en,gb
119,749,App Store,456cb46a-a785-4e08-92c0-e15b8b2aaa81,2022-02-10,"I loved this app when it came out. It has great security and was pretty fluid, not any more. After a few years it’s become very slow and very glitchy. Error codes keep popping up, customer service chat disappears and reappears when it chooses.

Furthermore, Barclays have recently locked my funds with no warning referenced as ‘to reconcile’ on the account. Where’s my money Barclays? How dare you tell me what I can or can’t do with my cash.

A long string of internal governance & technical failures like this have made me seek alternative banking services.",1,seanywauny,"Used to be good, not any more.","{'id': 28042390, 'body': ""Hi seanywauny. I'm sorry to read you aren't happy with Barclays. We have a complaint process by following this link.https://www.barclays.co.uk/help/making-a-complaint/how-do-i-make-a-complaint/. Let us know if need further support. LC"", 'modified': '2022-02-14T16:36:44Z'}",,,en,gb
120,757,App Store,5eac0646-fbad-4b11-89db-0ba9bbebaf76,2023-03-09,"A decent app but there’s been a lingering bug in the software for some time now, when trying to perform actions on an account the app will just not let you press on anything, the only way to resolve is to close and re-open. I can rely on this but appearing about 50% of the time you use the app. A mild inconvenience having to regularly close and reopen the app but very annoying if you find yourself in a hurry",3,Trundle the Great,Quite buggy,,,,en,gb
121,758,App Store,78dfaf79-20a8-4dd4-9017-a0c23ec34193,2023-04-06,"I have tried to change some of my transactions to different categories, through swiping left on a transaction, then moving it to another category, which says it has completed. And then, nothing actually happens. 
It is frustrating as seeing where my spending goes can help me budget better and realise what my expenses look like every month. 
It would be so much better if this problem was resolved. 
Thanks",2,Sup1710,Spending Categories Don’t Change?,,,,en,gb
122,759,App Store,64ff89b4-ed56-4253-977d-3c96693efaa3,2022-12-12,Is been months that I have contacted the customer services and they haven’t solved the problem . In my phone I don’t have the option for international payments when I use the app . I have been deleting the app and reinstalled again and tried to delete the device from the app as well and still nothing my wife has even a older phone than mine and she have the app and works fine there she have international payment option on the app .,2,Red+82,International payments,,,,en,gb
123,761,App Store,c78db539-20eb-4eca-aa47-8ba29ae56e2d,2022-11-10,They need to fix the categories so I can recategorise multiple things and for them to actually work and be transferred over to the other category. My ‘personal’ category is a hell-hole that refuses to be changed and it’s annoyed me to no end because I don’t have an accurate perception of my spending because of that. The next bug fix should be for that. Otherwise a great app. Bit slow.,3,lol wot,Fix the categories!,,,,en,gb
124,762,App Store,7c6cb4fe-c3d4-4795-9e9d-4d667337e782,2022-05-02,"Been using the app for years.  I don’t think I’ve actually logged onto the main website for 6 years…until today.  I can no longer change my standing orders inside the app.  It used to have an edit button and let you change it as long as it was more than 4 days before the payment. Now I can’t seem to change it at all?  No idea why.  The other features are good, but as this is the main one I use…gonna have to give less stars.",2,RHT71,New Issues,"{'id': 9609555, 'body': 'Hi there, I’m really sorry that this feature didn’t work for you but I’m pleased Video Banking were able to help. If you do need to log a complaint you can do so using our online form here https://bank.barclays.co.uk/olb/authlogin/contactUsContainer.do#/contactUs - Anth', 'modified': '2019-07-11T09:20:02Z'}",,,en,gb
125,775,App Store,3c34fe8e-2c11-4c39-8a94-53ec8d4b5888,2022-12-14,"Brilliant app. Used for years really useful and gets better with each update. 
However….. really needs DARK MODE available as the glaring white background strains my eyes. Even though I’ve got screen brightness turned down. 
Please give us DARK MODE. 
( if it’s already there I’m not able to find it! 😃)",5,Paulnch,Needs Dark mode!,,,,en,gb
126,776,App Store,63232c63-57bf-4646-b13d-e6f5e15ebabe,2023-02-09,"On the website it says that there is an option for VoiceOver for people with disabilities but I can’t find it anywhere in the app. I am unable to use my right hand at the moment so I can’t type or text.

In trying to contact Barclays I keep being told to use the chat feature in the app which I obviously can’t use because I can’t type.

This is very frustrating.",3,Grimming Bird,Not a As good as it says for disabilities,,,,en,gb
127,777,App Store,06c29e28-49f7-47f3-8892-2dbddf7f3f8d,2022-03-18,"I went through all the steps to open an account only to be told I have to go to a branch “when the current restrictions are lifted”. That tells you how up to date this is! It recommends booking an appointment- but guess what, the only to book an appointment is to go to the branch. I’m staying with HSBC.",5,Ycayote,Useless for applications,"{'id': 28677493, 'body': ""Hi, I'm sorry to hear that you've had some issues with opening an account on our app. In some cases, we can't verify your identity online and need to see you face to face, however we are aware that most branches don't have anything available to book. If you call our team on 03457345345 we can look into getting in touch directly with your local branch to check for availability. Thanks, Nick"", 'modified': '2022-03-20T21:29:52Z'}",,,en,gb
128,778,App Store,95e52db2-4586-4831-a802-1f4a29c10de3,2022-09-12,"I have a separate bank account with an alternate provider and I am asked to renew permissions on an ongoing basis. I go through all the steps and I am notified by Barclays (online and not the app) that is was successful. However, this is not passed through to the app itself and still shows that permissions are still to be renewed. Other than that, a great app.",4,Theorem an,Linked Account renewal is not working,,,,en,gb
129,779,App Store,7b8fcab9-74cc-40c7-9fce-e42354069575,2022-04-21,"I feel so frustrated I would like to close my account right now!
There are so many things to ID that you have to be scratching around for your card, your pin sentry and when you can’t find it, you need to take a photo of your card..... well I have taken three and it keeps saying it needs to be done again. 
I still haven’t been able to log into my account.... so can’t do my business, and now the app won’t go back to the beginning. 
I am totally fed up . This is NOT customer care. This is just plain aggravation.",1,T. V M,Barclays App,,,,en,gb
130,803,App Store,66264a5d-689a-4541-8191-079abd1fec5d,2022-11-11,Thanks to the inventor who organised this App saving us the time to walk down in the branches and  also being able to monitor the bank accounts transactions anywhere you are anytime of the day.,5,kalyannyoko,Useful banking and it’s easy to monitor and manage-all your accounts in the same bank,,,,en,gb
131,805,App Store,1033ca12-eeaf-422c-b893-9b14d4ce4ee2,2023-03-06,"App is generally good giving all info but just tried to use the pay cheque in functionality and every time I go to take a photo it has already done and does not allow me to change the photo. It is also completely out of focus, which isn’t the case when I take photos using the camera app. Please get fixed as the nearest branch still open is 25 mins drive away.",3,Fkeshgys,Generally good app,,,,en,gb
132,807,App Store,a7cddedd-c993-49f2-92a7-3ca628c1270b,2022-09-04,"Have been using the Barclays app for many years now and have never felt the need to log in to their website or other channels to access my account. 
This app has a wide variety of features including products that can be subscribed.

My reason for 4 stars..
The issue i have noticed is with the date fields available on product forms ( e.g Home insurance). 
I have been trying to get a home insurance quote for joint policy holders and the date field within the joint holder form does not let me select a date or proceed. 

This glitch across other product pages has basically put me off trying to get a quote. 

Hope Barclays are able to resolve it.",4,HariaDukhiachandigadi,Fit for purpose app.,,,,en,gb
133,826,App Store,3d7e3384-f7fd-4dd1-a541-b3d5d5581f43,2022-12-02,"December 2022
Ok it does have a few small problems but overall a brilliant app compared to the others I’ve tried.  It just works, which sounds basic but that’s what you need for a bank.  
Try apps like John Lewis credit card by NewDay if you want to see a terrible app and or service. 

Previous reviews October 2022
The cheque picture/pay-in feature has degraded massively. Using the same background I alway use it took many attempts for it to recognise the cheque outline. The virtual corner markers just kept flashing. Cheque perfectly flat and we’ll lit. This is a noticeable degradation in the feature 😞",5,Robert421,Consistently the best banking app,,,,en,gb
134,827,App Store,6b75228e-df44-441a-9533-8d01f2c31dca,2023-02-03,"Works for a while, then suddenly starts displaying two options - “I’m new to Barclays” or “Register my account” As the first option is obviously inappropriate I click to register, fill in all the details - AND GET THE MESSAGE THAT I AM ALREADY REGISTERED! I have wasted hours on your useless chat facility and so-called help line in repeated attempts to resolve this - all to no avail. My local branch closed down and it’s a 40 mile round trip to get help from the nearest branch, but even that never delivers a permanent solution. So I am voting with my feet and switching banks.",1,Attemptnumber8,Constant problems,,,,en,gb
135,828,App Store,594c0d4a-20c3-4931-9730-401bfa9f1e89,2022-06-29,This app is great for banking and other financial stuff. You can look at your most spendings how mush money you spend throughout your banking status and if you lose your card BAM you can freeze the card anytime recommend using this app and getting the card for it.,5,parcelfox game reviewe,Too good of a bank!,,,,en,gb
136,829,App Store,5ae34f31-b7e4-45a7-b44d-65b0648f2693,2022-02-21,"I’m so glad I can do all my banking online now. Being disabled and now becoming a widow I have a job getting up to the bank so this is great, as it does everything. I’ve been with this bank from a teenager and have always been happy with them. So thank you Barclays for always being here for me.",5,juals,Great app,,,,en,gb
137,830,App Store,4220d6b7-df2e-4818-9d32-adb6181ed367,2022-03-21,"On breaking the app in your latest update. Just before a weekend and ‘chat’ is down and your phone lines closed. Welcome to Barclays. Eventually got through via Twitter and informed was an issue impacting all iPads. Fix was later done. My issue remains a software update before a weekend, phone lines closed, chat started online and then ‘switched off’ mid chat. No updates given on status and the Barclays service status website at no point indicated there was an issue with their app… when clearly there was.",1,BobinBourne,Congratulations…,"{'id': 28677520, 'body': ""Hi, thanks for reaching out. Sorry to hear that you're having issues with the app. Can I ask if you have received any error codes at all? Our chat service may have been down for maintenance however our telephony team are here to help every day for you. Thanks, Nick"", 'modified': '2022-03-20T21:34:35Z'}",,,en,gb
138,847,App Store,7214d526-2329-4194-ad1e-8ac5f40ba0dd,2023-03-03,"This app is absolutely amazing. Personal, business, credit card and share dealing all in one app . No other bank can offer anything close to it. Well done Barclays. Notifications are a hit or a miss. Sometimes work well for weeks then just stop. Needs sorted",5,zanpig,App is evolving to be one of the best,"{'id': 20321464, 'body': 'Hi there. Thank-you for all of your feedback / suggestions. We will pass this over to our app developers with a view to enhancing the payment functionality & payment alerts. NL', 'modified': '2021-01-11T14:51:23Z'}",,,en,gb
139,848,App Store,ce0c5523-dcd3-4b33-8181-d34bf7b7d92c,2023-01-13,"Fast and efficient service with no need for a smart phone even when abroad thanks to Pinsentry....
Both for an inter account transfer and to my post office money card.
This ‘old lady’ doesn’t need a smart phone when visiting family abroad but does need easy access to money !",5,old lady !,Transfer,,,,en,gb
140,850,App Store,014ec817-69fe-4ab7-b08f-b516b4763198,2023-01-06,"App crashes after almost every transaction. Unable to send error report as it won’t recognise the mail account on the phone. Pretty dreadful update, Barclays. Hope this is fixed asap!

Other issues:
- Account balance does not update after a transaction is processed
- once a transaction has been made, selecting ‘make another transaction’ brings up the transaction page with previous payment details pre-populated implying the previous transaction did not complete. 
- The only way to update the account balance after a transaction has been made is to hard close the app and re-start it. 

A poor update with a number of very worrying and dangerous bugs - it is now very easy to make a duplicate payment in error simply because of the appalling lag time!

Expected way better from Barclays.",1,BettyJ2,Continually crashes on,,,,en,gb
141,870,App Store,f4ddddb7-5f23-4795-baa1-17761e9f5352,2022-03-18,"I find Barclays always helpful and so many different ways to contact them, today I have noticed upcoming payments new tab fantastic now I don’t have to go back on accounts or work it out, tap the tab the date you need and there are your upcoming payments that are due.",5,Dendee5,Great,,,,en,gb
142,871,App Store,1ea2d375-5ec7-4119-bcf0-c0caa0da252a,2023-04-04,"I like the app but the changes that have been made aren't helpful sometimes.
For example when I pay a bill the balance used to reduce by the amount but now I pay a bill and nothing changes. It used to be that these payments reduced the balance immediately but now it doesn't, bad move in my opinion",4,GBS33,App update,,,,en,gb
143,872,App Store,d388c588-2231-43de-830a-4676e25dd7a5,2023-03-27,Despite having the push notifications on I have stopped receiving them on my IPhone. When I go into settings on the app they are selected but nothing comes through and then when you go to settings again you can see push notification button is on but the other one switches from off to on. Driving me mad!,3,Mink350,Notifications to iPhone stopped working,,,,en,gb
144,873,App Store,bd75424b-f35f-419a-87e8-6c79ab467017,2022-05-28,"Just joined Barclay as Nat west has closed in town. Was sold on the cheque scanner as it would save me having to drive 18 mile round trip to pay in a cheque. 
Yes you are right I’m still having to drive 18 miles because the scanner will not scan. 
Keeps telling me it needs a clearer image. 
Thought app was mobile phones not a high quality Pentex camera. And now I find that the only bank in town is Barclays is now closing down in February 2022. All this money Barclays are saving on rent and wages. Perhaps they bump up the interest rates on our savings",1,2354289,Scanning cheques,"{'id': 11686582, 'body': ""Hi there, can you make sure there are no shadows on the cheque, the camera is on your left hand side while placing the phone over the cheque on the landscape position and the signature doesn't go below the signature line towards the white area at the bottom of the cheque. Does this help? We are aware there's issues with the cheque imaging facility which we're trying to get fixed ASAP. -Amiee"", 'modified': '2019-11-06T09:50:58Z'}",,,en,gb
145,874,App Store,508be426-466a-4c4c-84e2-0b613d1e24e0,2022-04-07,The up coming transaction is good but you need to follow suit on how Halifax run their app. It needs a feature where by you can select a date and it will automatically total up the amount you have due to come out of you account by that date. Say 01 April to 30th total £764 or 1st-15th £312. Introduce this and the app will be perfect instead of me having to manually calculate all the costs myself.,3,Lady Hendry,Needs one more improvement,,,,en,gb
146,875,App Store,0f9d0e1c-8cc7-4743-9ee8-764e68afa75e,2022-03-27,"I’ve received several letters from Barclays asking me to “confirm your business details”

Apparently all I have to do is “log onto online banking and follow the instructions”. 
Couldn’t be simpler, right? Wrong! There are NO instructions. I’ve tried calling the KYC Refresh Team and got through to a woman who could barely speak English who was less than helpful. As I found it extremely difficult to understand her, I asked her to email me the form that was needed to be filled in. After spending another 20 minutes filling this form in and sending it back, I received another letter today threatening to close my account if I don’t “confirm your business details”. 

We’ll Barclays, if you don’t want my business, go ahead and close my account as I’ve had it with you.",2,Shagrat57,Useless,,,,en,gb
147,897,App Store,1a09870b-db61-4b4b-8f01-3ef50c5a596e,2023-02-01,"I placed an order on online Apple Store and payment was declined. I called Apple customer care and they retry payment and it was declined again. Since that my card getting blocked each time when I retry. I am really frustrated now. When I called Barclays to unblock the card they asked so many questions and take time before unblocking the card. Still I am not able to make payments.
Now I can’t transfer money to other account. Shame on Barclays for such bad service.",1,Iftakhar Ahamad,Debit card getting blocked again and again,,,,en,gb
148,898,App Store,42d93319-c924-4aad-96f3-c0cfb7b64b7b,2022-02-04,"Really handy to pay cheques in online - HOWEVER ….. recently it will not accept any scan however perfect the photo is. I’ve tried over and over, and it just keeps saying retake the photo despite it being on a perfect contrasting background, the cheque is perfectly smooth with no creases and the light is perfect too.  What else would you like ….. tinged with gold leaf maybe?  Looks like a visit to my branch then 😩",3,Tipsycat,So so ……,"{'id': 27943069, 'body': 'Hi there. Thanks for reaching out. Please let us know if the issue with paying in a cheque persists? Have you recently updated your app? We always recommend  being on the latest version of the app to ensure your device  is compatible with our features. Many Thanks. NL', 'modified': '2022-02-09T11:46:31Z'}",,,en,gb
149,918,App Store,ebb45f0e-6c60-4a20-b189-91387ab97376,2022-04-30,"I don’t mind you closing branches, insisting that statements and docs are only sent digitally, and providing all services though an app, as long as I’m not required to buy a new iPad every few years in order to access the app. Changing the app so that it no longer works for people like me who have an older iPad that still works fine for everything else, other using the Barclays app, was a shortsighted decision to say the least. I’d sooner just change banks than buy a new iPad. Maybe that’s what I’ll do...",1,bedmansblues,New iPad please Barclays...,,,,en,gb
150,939,App Store,9e49b6f5-a57a-4013-8729-1f1775f02247,2023-04-17,"My first experience of Barclays has not ended well. I’ve downloaded the app and tried to setup a new account. On the page where you enter your ID details (first name, middle name, last name, date of birth) the ‘continue’ button is greyed out. I made sure there were no spaces, non standard characters etc but no luck. Tried an iPhone and iPad. Barclays chat support was not helpful suggesting I download the most recent version of the app. I’m new so it was the most recent!  Now off to try Starling Bank.",1,Jmf1974,Can’t even enter my details,,,,en,gb
151,940,App Store,4f5d3eca-6fc5-4a4a-8884-477e1279dd21,2022-02-15,I used to be able to see what the pending transactions on my account were for I.e. itemised spending in pending payments but it doesn’t break it down anymore. Why not? Surely it’s important to see this to identify any spurious or fraudulent transactions on an account at the earliest opportunity?,5,Smithsofwiltshire,Pending transactions,"{'id': 28126028, 'body': ""Hi there. We've recently enabled the font to scale with what font size has been set on your device within accessibility settings which can effect the layout of transactions. This can be found and changed: Settings->Accessibility->Display and Text Size -> Larger Text. If this is enabled on your device then we now reflect this in the app. The setting is so that those who use the larger text option can use the app more easily. Hope this helps. AG"", 'modified': '2022-02-18T10:31:49Z'}",,,en,gb
152,941,App Store,43aeaac8-ac0b-418b-a0a9-1ab1cb420feb,2023-03-21,"Unreliable, crashes, ridiculous messages, won’t connect to the correct chat team. Barclays have no idea how to fix it. Randomly connects other Barclays accounts you never asked to be in the app which Barclays then deny is even possible. 
The ’wrong’ chat team you now seem permanently locked are unable to actually physically speak to another team, never mind connect you to them. All in all it’s an absolute omnishambles with no one able to fix it, or even have any idea how any of it happened..",1,Dr_Death,ABSOLUTE LOAD OF RUBBISH,,,,en,gb
153,971,App Store,1f70c06a-ed0d-43a6-9f9e-cbe05eee00bb,2022-10-25,"This app makes my bank account sooooo easy to manage. No more slipping unexpectedly into overdraft. Salary comes in and I transfer out what I need for the monthly bills. I transfer it back only when the bills are due. Even if I remember in the middle of the night, I can manage my money. I love it!",5,Jdgame,Best App EVER,,,,en,gb
154,973,App Store,dfa044f7-0d18-4e6c-8e9d-1ca900aae06a,2022-10-18,"I am an authorised user on my partners account as I am now his carer. It’s supposed to show his details and balance on my app but it rarely works. Since I updated the app I can’t see his details at all anymore. When I asked on chat about it they said it was not possible to do, which is wrong as it did work occasionally before the update. Not really impressed with the app or the advice given at all. It also lags quite a bit.",2,Mimimitchymitch,Authorised User doesn’t work,,,,en,gb
155,974,App Store,8946f3a3-1603-4c50-bb98-a07bfc0e8182,2022-06-20,"I recently purchased a new iPad and unlike my previous one I am unable to pay out any money. The app works well except the numerical keyboard. As soon as I try and pay anybody, it only shows nos 1, 4 & 7, press to the right and I can get 2, 5 & 8. Doesn’t matter what else I do 3, 6, 9 & 0 do not appear.
Apple support says it’s Barclays and vice versa. Now been told it’s the app developer at fault. Not a lot of help anywhere really. Shame because it was a really good app.",2,cvdrbn,Numeric keypad useless,"{'id': 30535548, 'body': 'Hi there. Sorry to read you are having issues with how the Barclays app is displaying on your iPad.  As this is relating to the display we will need to investigate in a secure channel (app reviews are public) How possible is it to contact us via Social Media? (Twitter: @BarclaysUKHelp) You can let the team know the App Review Team asked you to get in touch. Many Thanks. AG', 'modified': '2022-06-24T09:24:45Z'}",,,en,gb
156,1001,App Store,57da0382-39cb-44c4-b263-25a05f5056df,2023-03-06,"The app was perfect. Now I can’t pay in cheques on either the iPad or the iPhone, both running the latest IOS versions.

I had an in app chat session within the app. The agent  was no help, advising that I can’t pay in cheques over £1,000 (I know that) and providing instructions on how to pay in cheques (I have been using the app to pay in cheques since the beta version of the app). 

How do I get in contact with a person in IT so I can show them what happens and help troubleshoot and resolve the problem?",1,@OshiKura,Can’t pay in cheques,,,,en,gb
157,1018,App Store,e64e71c8-d63e-40f4-bb7a-4bd13ea2a80c,2022-07-21,I’m disabled but the app is easy to use if you have hand movements issues as it is basic. It is easy to understand and follow. But the website is a nightmare I hate having to go on it because they are always changing it. Hate it! But like the app!,5,Jakki68,Easy to use,,,,en,gb
158,1019,App Store,3deb4e33-c415-4442-8a2b-cd5e5d00c780,2022-03-05,"I have been using internet bank for years and couldn’t do it any other way. So easy to keep track of balance, upcoming payments etc and easy access to past statements for when you need to produce for any reason.",5,ACL50,Makes banking so easy,,,,en,gb
159,1038,App Store,1110a3f8-c538-449e-b8fb-41172cda57d1,2022-11-07,"Over the past year or so, when ever I transfer money from 1 account to another, the app can’t keep up with what is in what account. I have to leave the app and go back into it to make sure moneys been moved where I need it. It’s frustrating. Even have new phone from upgrade and it’s still doing the same on iPhone. Sort it hit Barclays please.",3,zootropolis the great,In App Doesn’t Keep Up,,,,en,gb
160,1039,App Store,28afdfa0-152b-47d5-8b51-f29c6b0b7303,2022-07-11,It’s a good app when it works. They do frequent app updates (which you really don’t want to have to do as a business). The most recent update has left the app stuck on a blank white ‘Terms and Conditions’ web-page with nothing you can click on to escape the screen. I literally have £1000s to pay to suppliers and I can’t! Very frustrating. I can’t even access the mobile pin sentry to pay people on-line. If I ring up there’s normally a 40 min wait at least,1,business user drama,Business user drama,"{'id': 32053311, 'body': 'Hi there, Apologies that the update that has recently occurred has caused issues with the app. Our updates ensure you have access to all the latest features and fixes to enhance your experience, as well as keeping your app secure. If this is issue does persist, please do not hesitate to reach out to us on social media as well. Twitter: @BarclaysUKHelp. Many thanks. RE', 'modified': '2022-09-16T07:35:28Z'}",,,en,gb
161,1041,App Store,8d79c493-a930-47a5-a583-c7299e971801,2022-04-23,"The first time, it didn’t work.  I got as far as entering the PIN Sentry information and wouldn’t progress. Tried again and it still didn’t work. Used the contact button to let Barclays know. They came back within 48 hours and I reinstalled the app. All working now.",4,anynamecjfraudwatch,App crashed when trying to register,"{'id': 29291697, 'body': 'Hi there. Can you please try to uninstall and reinstall the app. Let us know how you get on. AG', 'modified': '2022-04-20T18:40:30Z'}",,,en,gb
162,1065,App Store,65298866-c609-46b7-acf3-b13a7d8edab0,2023-03-21,"Coming from Lloyds bank. just wish I had Barclays earlier. Convenient, user-friendly and informative. Most importantly, it’s so easy to open an account in the app. It just took me 20 mins and I can use it immediately. Never thought it could be so smooth.",5,Daphne Tao,Best ever,,,,en,gb
163,1066,App Store,1c0153c3-beec-47b4-bb85-3dd8752283e2,2022-11-28,Have been with Barclays all of my adult life and have never had a problem. They watch my account closely when they notice suspicious activity. I also have my home insurance with them at a very competitive price. Would highly recommend them,5,damoiph,Best Bank,,,,en,gb
164,1067,App Store,38f7c62e-8fc7-42fe-a9d3-cc517e377f93,2022-05-21,"Fantastic app which I’ve been using for years.
One small problem, the freeze card feature doesn’t seem to work, you can toggle it on but it just turns off when you leave the page.",5,Craig064,"Great app, one issue",,,,en,gb
165,1068,App Store,972c5331-d78b-45ee-99d5-bd207e749a82,2022-11-13,Unexpectedly and without any warning from the bank they changed the system that supports the app in the older mobiles and I can’t access the app. This is really poor service and I can’t understand why to change the supporting system and especially without a warning. Now I have to use only the Pin machine in order to be able go have access to my account which causes an inconvenience because I need to be home to use it from my laptop.,1,Cheis45,Mobile banking,,,,en,gb
166,1069,App Store,5568fabd-b652-423f-a134-a11b253885e4,2022-08-22,"Normally the app works well but the chat function is not working on my iPhone. Ironically this is due to a message saying how they have made chat easier. You just can’t get rid of it! I rang up last Wednesday and was told it would be fixed by Friday. Ho hum. Why don’t they just take the message down?
It wouldn’t be so bad but when you phone Barclays there’s a 40 minute wait and you are told to use the chat. 
Not impressed…",2,Seanini84,Chat not working,,,,en,gb
167,1071,App Store,c9498bdc-7b2f-4e9b-95e8-204522e8517a,2022-01-31,"Just tried to make a payment. Did not succeed due to time outs, rotating wheel, error messages, having to restart. I tried several times, screen locked not accepting key presses. Kept having to start again and go through the same pointless rigmarole.  Infuriating. Perhaps I should go into my local branch? No, Either closed, on reduced hours or staff who ask why you are there like it is a problem.",2,Bonzo874,Constant error messages,"{'id': 27848230, 'body': 'Hi there. What error codes are you receiving? It may help to go to device settings and navigate to Play Store app and Google Play services app settings and clear cache and then try to update, or try a reinstall of the app. Let us know how you get on. Your Online Banking through the website is also available for any urgent banking needs. Many Thanks. AG', 'modified': '2022-02-04T12:18:54Z'}",,,en,gb
168,1097,App Store,4afb3dc2-70df-481e-9a22-e45c7611c649,2023-03-27,"Everything with the Barclays app is great, with the exception to paying in a cheque. Which really does not work. After at least 10 attempts and doing everything it tells you to do, still nothing. My son tried on his NatWest and it worked straight away, so I think the problem is with the app. Now I have to go n pay it in manually.",3,jacee53,Everything is good,,,,en,gb
169,1098,App Store,04ab7ceb-f82f-4c50-99b5-1e48daceaf42,2023-02-16,"Every time I upgrade the IOS on the SE 2020, it disables the Touch ID in the Barclays Banking app from enabling. I can only get the Touch ID to work is to deleting the app and installing it again. When I do this, I have to use my debit card with a PIN SENTRY device to register to use the app again (the umpteenth time) to identify myself. I'm getting fed up with this; please fix the app so I can enable the Touch ID after an IOS upgrade without the deletion.",2,Manhunter1986,IOS upgrade disables touch ID,,,,en,gb
